1, 6295440, 23058832
2, 6810400, 25860544
3, 6667588, 26720700
4, 6818700, 28727404
5, 7119060, 28996844
6, 7728188, 29942100
7, 7820468, 30618400
8, 7957808, 29727052
9, 7897876, 29289344
10, 8188128, 25593024
11, 8127952, 24452572
